TITLE="Graphics"
VARIABLES= "i", "F"
0 7.8254e+07
1 7.8254e+07
2 7.8254e+07
3 7.8254e+07
4 7.8254e+07
5 7.8254e+07
6 7.8254e+07
7 7.8254e+07
8 7.8254e+07
9 7.8254e+07
10 7.8254e+07
11 7.8254e+07
12 7.82541e+07
13 7.82541e+07
14 7.82541e+07
15 7.82541e+07
16 7.82541e+07
17 7.82541e+07
18 7.82542e+07
19 7.82542e+07
20 7.82542e+07
21 7.82542e+07
22 7.82542e+07
23 7.82543e+07
24 7.82543e+07
25 7.82543e+07
26 7.82543e+07
27 7.82544e+07
28 7.82544e+07
29 7.82544e+07
30 7.82544e+07
31 7.82545e+07
32 7.82545e+07
33 7.82545e+07
34 7.82546e+07
35 7.82546e+07
36 7.82546e+07
37 7.82546e+07
38 7.82547e+07
39 7.82547e+07
40 7.82547e+07
41 7.82548e+07
42 7.82548e+07
43 7.82548e+07
44 7.82549e+07
45 7.82549e+07
46 7.82549e+07
47 7.8255e+07
48 7.8255e+07
49 7.8255e+07
50 7.82551e+07
51 7.82551e+07
52 7.82551e+07
53 7.82552e+07
54 7.82552e+07
55 7.82552e+07
56 7.82553e+07
57 7.82553e+07
58 7.82553e+07
59 7.82554e+07
60 7.82554e+07
61 7.82555e+07
62 7.82555e+07
63 7.82555e+07
64 7.82556e+07
65 7.82556e+07
66 7.82556e+07
67 7.82557e+07
68 7.82557e+07
69 7.82558e+07
70 7.82558e+07
71 7.82558e+07
72 7.82559e+07
73 7.82559e+07
74 7.8256e+07
75 7.8256e+07
76 7.8256e+07
77 7.82561e+07
78 7.82561e+07
79 7.82562e+07
80 7.82562e+07
81 7.82562e+07
82 7.82563e+07
83 7.82563e+07
84 7.82564e+07
85 7.82564e+07
86 7.82564e+07
87 7.82565e+07
88 7.82565e+07
89 7.82566e+07
90 7.82566e+07
91 7.82566e+07
92 7.82567e+07
93 7.82567e+07
94 7.82568e+07
95 7.82568e+07
96 7.82568e+07
97 7.82569e+07
98 7.82569e+07
99 7.8257e+07
